Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 33_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Penaltis,Penaltis,Penaltis,Penaltis,Penaltis,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Botes defensivos,Desafios,Desafios,Desafios,Desafios,Bloqueios,Bloqueios,Bloqueios,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas,Partidas,Jogador,Nação,Pos.,Idade,90s,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros,Partidas
Bartłomiej Drągowski,pl POL,G,22.0,36,36,3.148,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Partidas,Bartłomiej Drągowski,pl POL,G,22.0,36.0,36.0,3.148,35.0,55.0,157.0,141.0,85.0,667.0,9.0,12.0,15.0,7.0,194.0,10.0,8.0,2.0,0.0,200.0,Partidas,Bartłomiej Drągowski,pl POL,G,22.0,35.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0,Partidas
Nikola Milenković,rs SRB,ZG,22.0,34,34,3.034,33.7,3.0,1.0,4.0,3.0,0.0,0.0,7.0,1.0,3.9,3.9,0.6,45.0,25.0,123.0,16.0,9.0,3.0,12.0,9.0,12.0,12.0,2.0,13.0,12.0,13.0,Partidas,Pietro Terracciano,it ITA,G,30.0,4.0,2.0,272.0,3.0,4.0,132.0,11.0,7.0,636.0,0.0,1.0,1.0,2.0,1000.0,1.0,0.0,1.0,0.0,1000.0,Partidas,Nikola Milenković,rs SRB,ZG,22.0,33.7,49.0,29.0,33.0,14.0,2.0,21.0,33.0,636.0,12.0,42.0,33.0,9.0,44.0,93.0,122.0,1.0,Partidas
Dušan Vlahović,rs SRB,AT,20.0,37,34,2.923,32.5,21.0,3.0,24.0,15.0,6.0,6.0,1.0,0.0,18.5,13.8,2.2,160.0,36.0,31.0,213.0,65.0,9.0,74.0,46.0,55.0,57.0,7.0,64.0,43.0,49.0,Partidas,Total do time,,,26.6,38.0,38.0,3.42,38.0,59.0,155.0,152.0,92.0,664.0,9.0,13.0,16.0,9.0,237.0,11.0,8.0,3.0,0.0,273.0,,Dušan Vlahović,rs SRB,AT,20.0,32.5,13.0,4.0,3.0,4.0,6.0,5.0,16.0,313.0,11.0,16.0,2.0,14.0,4.0,17.0,15.0,0.0,Partidas
Germán Pezzella,ar ARG,ZG,29.0,32,32,2.743,30.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,0.5,18.0,2.0,46.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,2.0,6.0,4.0,6.0,Partidas,Total de adversários,,,27.4,38.0,38.0,3.42,38.0,47.0,124.0,121.0,77.0,661.0,16.0,13.0,9.0,12.0,316.0,6.0,6.0,0.0,0.0,0.0,,Germán Pezzella,ar ARG,ZG,29.0,30.5,34.0,20.0,22.0,12.0,0.0,18.0,32.0,563.0,14.0,26.0,14.0,12.0,36.0,70.0,109.0,1.0,Partidas
Cristiano Biraghi,it ITA,ZG,27.0,35,31,2.803,31.1,1.0,5.0,6.0,1.0,0.0,0.0,8.0,0.0,1.9,1.9,6.7,86.0,91.0,117.0,225.0,3.0,16.0,19.0,3.0,19.0,6.0,22.0,28.0,6.0,28.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Cristiano Biraghi,it ITA,ZG,27.0,31.1,42.0,23.0,19.0,15.0,8.0,27.0,45.0,600.0,18.0,23.0,9.0,14.0,27.0,69.0,56.0,3.0,Partidas
Gaetano Castrovilli,it ITA,LT,23.0,34,29,2.332,25.9,5.0,3.0,8.0,5.0,0.0,0.0,8.0,1.0,3.0,3.0,2.5,55.0,74.0,108.0,124.0,19.0,12.0,31.0,19.0,31.0,11.0,10.0,21.0,11.0,21.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Gaetano Castrovilli,it ITA,LT,23.0,25.9,33.0,19.0,15.0,11.0,7.0,11.0,42.0,262.0,31.0,25.0,2.0,23.0,34.0,67.0,14.0,0.0,Partidas
Sofyan Amrabat,ma MAR,LT,23.0,31,28,2.441,27.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.6,11.0,38.0,151.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Sofyan Amrabat,ma MAR,LT,23.0,27.1,39.0,22.0,11.0,24.0,4.0,18.0,48.0,375.0,30.0,30.0,5.0,25.0,23.0,62.0,12.0,0.0,Partidas
Franck Ribéry,fr FRA,AT,37.0,29,28,2.149,23.9,2.0,6.0,8.0,2.0,0.0,0.0,6.0,1.0,2.6,2.6,5.8,84.0,96.0,109.0,138.0,8.0,25.0,34.0,8.0,34.0,11.0,24.0,35.0,11.0,35.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Franck Ribéry,fr FRA,AT,37.0,23.9,24.0,11.0,4.0,9.0,11.0,5.0,29.0,172.0,24.0,11.0,2.0,9.0,3.0,27.0,1.0,0.0,Partidas
Giacomo Bonaventura,it ITA,LT,30.0,34,27,2.256,25.1,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.7,2.7,3.0,57.0,49.0,93.0,91.0,12.0,8.0,20.0,12.0,20.0,11.0,12.0,23.0,11.0,23.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Giacomo Bonaventura,it ITA,LT,30.0,25.1,34.0,19.0,16.0,13.0,5.0,16.0,53.0,302.0,37.0,26.0,2.0,24.0,39.0,73.0,12.0,0.0,Partidas
Martín Cáceres,uy URU,ZG,33.0,29,26,2.238,24.9,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,1.2,30.0,26.0,104.0,60.0,8.0,8.0,16.0,8.0,16.0,7.0,5.0,12.0,7.0,12.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Martín Cáceres,uy URU,ZG,33.0,24.9,28.0,12.0,16.0,11.0,1.0,15.0,35.0,429.0,20.0,20.0,14.0,6.0,14.0,42.0,52.0,1.0,Partidas
Erick Pulgar,cl CHI,LT,26.0,31,21,2.002,22.2,1.0,3.0,4.0,1.0,0.0,0.0,8.0,0.0,0.8,0.8,1.8,26.0,6.0,94.0,12.0,4.0,13.0,18.0,4.0,18.0,4.0,8.0,12.0,4.0,12.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Erick Pulgar,cl CHI,LT,26.0,22.2,41.0,18.0,17.0,23.0,1.0,22.0,49.0,449.0,27.0,24.0,10.0,14.0,41.0,82.0,45.0,1.0,Partidas
Lorenzo Venuti,it ITA,ZG,25.0,28,21,1.757,19.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.9,21.0,36.0,60.0,98.0,0.0,5.0,5.0,0.0,5.0,1.0,10.0,11.0,1.0,11.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Lorenzo Venuti,it ITA,ZG,25.0,19.5,24.0,11.0,14.0,7.0,3.0,14.0,28.0,500.0,14.0,18.0,3.0,15.0,17.0,41.0,24.0,0.0,Partidas
Lucas Martínez Quarta,ar ARG,ZG,24.0,21,15,1.483,16.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.5,1.5,0.3,18.0,31.0,70.0,9.0,6.0,0.0,6.0,6.0,6.0,9.0,2.0,11.0,9.0,11.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Lucas Martínez Quarta,ar ARG,ZG,24.0,16.5,32.0,20.0,17.0,11.0,4.0,18.0,41.0,439.0,23.0,27.0,9.0,18.0,39.0,71.0,48.0,0.0,Partidas
Igor,br BRA,ZG,22.0,21,13,1.168,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.1,4.0,27.0,78.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Igor,br BRA,ZG,22.0,13.0,15.0,9.0,9.0,6.0,0.0,7.0,12.0,583.0,5.0,17.0,9.0,8.0,23.0,38.0,34.0,0.0,Partidas
Christian Kouamé,ci CIV,AT,22.0,33,9,995.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,3.2,3.2,1.2,43.0,12.0,16.0,86.0,9.0,9.0,18.0,9.0,18.0,29.0,10.0,39.0,29.0,39.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Christian Kouamé,ci CIV,AT,22.0,11.1,9.0,4.0,2.0,4.0,3.0,4.0,12.0,333.0,8.0,9.0,1.0,8.0,5.0,14.0,4.0,0.0,Partidas
Valentin Eysseric,fr FRA,"LT,AT",28.0,16,6,729.0,8.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,0.6,18.0,14.0,33.0,45.0,25.0,0.0,25.0,25.0,25.0,16.0,7.0,23.0,16.0,23.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Valentin Eysseric,fr FRA,"LT,AT",28.0,8.1,14.0,8.0,6.0,7.0,1.0,5.0,11.0,455.0,6.0,11.0,0.0,11.0,7.0,21.0,8.0,0.0,Partidas
José Callejón,es ESP,"AT,LT",33.0,20,6,664.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1,15.0,13.0,25.0,41.0,0.0,14.0,14.0,0.0,14.0,6.0,15.0,20.0,6.0,20.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,José Callejón,es ESP,"AT,LT",33.0,7.4,10.0,7.0,0.0,6.0,4.0,5.0,9.0,556.0,4.0,4.0,1.0,3.0,4.0,14.0,5.0,0.0,Partidas
Pol Lirola,es ESP,"ZG,AT",22.0,12,4,498.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.7,8.0,19.0,21.0,41.0,0.0,18.0,18.0,0.0,18.0,2.0,12.0,14.0,2.0,14.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Pol Lirola,es ESP,"ZG,AT",22.0,5.5,13.0,8.0,8.0,2.0,3.0,6.0,12.0,500.0,6.0,6.0,3.0,3.0,6.0,19.0,9.0,0.0,Partidas
Borja Valero,es ESP,"LT,AT",35.0,20,4,491.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,3.0,12.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,5.0,6.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Borja Valero,es ESP,"LT,AT",35.0,5.5,13.0,9.0,7.0,4.0,2.0,3.0,15.0,200.0,12.0,6.0,1.0,5.0,6.0,19.0,2.0,0.0,Partidas
Federico Ceccherini,it ITA,ZG,28.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Federico Ceccherini,it ITA,ZG,28.0,3.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,1000.0,0.0,6.0,5.0,1.0,7.0,11.0,15.0,0.0,Partidas
Federico Chiesa,it ITA,ZG,22.0,3,3,240.0,2.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.7,15.0,13.0,8.0,16.0,37.0,37.0,75.0,37.0,75.0,31.0,26.0,57.0,31.0,57.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Federico Chiesa,it ITA,ZG,22.0,2.7,6.0,2.0,2.0,2.0,2.0,3.0,8.0,375.0,5.0,3.0,1.0,2.0,1.0,7.0,3.0,0.0,Partidas
Pietro Terracciano,it ITA,G,30.0,4,2,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Pietro Terracciano,it ITA,G,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Partidas
Kévin Malcuit,ma MAR,ZG,29.0,5,2,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,12.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,3.0,6.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Kévin Malcuit,ma MAR,ZG,29.0,2.3,5.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,3.0,8.0,6.0,0.0,Partidas
Alfred Duncan,gh GHA,LT,27.0,4,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Alfred Duncan,gh GHA,LT,27.0,1.8,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,Partidas
Maximiliano Olivera,uy URU,ZG,28.0,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Maximiliano Olivera,uy URU,ZG,28.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1000.0,0.0,3.0,1.0,2.0,0.0,2.0,8.0,0.0,Partidas
Antonio Barreca,it ITA,ZG,25.0,3,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,16.0,12.0,16.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Barreca,it ITA,ZG,25.0,0.9,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Partidas
Patrick Cutrone,it ITA,AT,22.0,11,0,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,1.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,7.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Cutrone,it ITA,AT,22.0,2.2,4.0,3.0,1.0,2.0,1.0,1.0,2.0,500.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,Partidas
Aleksandr Kokorin,ru RUS,"AT,LT",29.0,4,0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Aleksandr Kokorin,ru RUS,"AT,LT",29.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Partidas
Riccardo Saponara,it ITA,LT,28.0,2,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Riccardo Saponara,it ITA,LT,28.0,0.6,2.0,1.0,0.0,2.0,0.0,1.0,3.0,333.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,Partidas
Cristóbal Montiel,es ESP,"LT,AT",20.0,2,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Cristóbal Montiel,es ESP,"LT,AT",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidas
Alessandro Bianco,it ITA,LT,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Total do time,,,26.6,38.0,496.0,263.0,228.0,198.0,70.0,229.0,544.0,421.0,315.0,362.0,127.0,235.0,388.0,884.0,619.0,8.0,
Federico Brancolini,it ITA,G,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,Total de adversários,,,27.4,38.0,672.0,369.0,334.0,262.0,76.0,250.0,575.0,435.0,325.0,351.0,86.0,265.0,380.0,1052.0,753.0,10.0,
Lorenzo Chiti,it ITA,ZG,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Dalle Mura,it ITA,ZG,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eduard Dutu,it ITA,AT,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julián Illanes,ar ARG,ZG,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimo Krastev,bg BUL,LT,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Munteanu,ro ROU,AT,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabio Ponsi,it ITA,ZG,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacopo Ricco,it ITA,G,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Rosati,it ITA,G,37.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total do time,,,26.6,38,418,3.42,38.0,44.0,31.0,75.0,38.0,6.0,6.0,86.0,5.0,44.9,40.2,31.6,718.0,637.0,1353.0,1345.0,116.0,82.0,197.0,100.0,182.0,118.0,83.0,201.0,106.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total de adversários,,,27.4,38,418,3.42,38.0,57.0,39.0,96.0,49.0,8.0,11.0,81.0,2.0,61.5,52.8,43.2,960.0,749.0,1491.0,1480.0,150.0,103.0,253.0,129.0,232.0,162.0,114.0,275.0,139.0,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
